#F1_score	percentage
0.0	0.000467508181393
0.010101010101	0.000467508181393
0.020202020202	0.000467508181393
0.030303030303	0.000467508181393
0.040404040404	0.000467508181393
0.0505050505051	0.000467508181393
0.0606060606061	0.000467508181393
0.0707070707071	0.000467508181393
0.0808080808081	0.000467508181393
0.0909090909091	0.000467508181393
0.10101010101	0.000467508181393
0.111111111111	0.000467508181393
0.121212121212	0.000467508181393
0.131313131313	0.000467508181393
0.141414141414	0.000467508181393
0.151515151515	0.000467508181393
0.161616161616	0.000467508181393
0.171717171717	0.000467508181393
0.181818181818	0.000467508181393
0.191919191919	0.000467508181393
0.20202020202	0.000467508181393
0.212121212121	0.000467508181393
0.222222222222	0.000467508181393
0.232323232323	0.000467508181393
0.242424242424	0.000467508181393
0.252525252525	0.000467508181393
0.262626262626	0.000467508181393
0.272727272727	0.000467508181393
0.282828282828	0.000467508181393
0.292929292929	0.000467508181393
0.30303030303	0.000467508181393
0.313131313131	0.000467508181393
0.323232323232	0.000467508181393
0.333333333333	0.000467508181393
0.343434343434	0.000467508181393
0.353535353535	0.000467508181393
0.363636363636	0.000467508181393
0.373737373737	0.000467508181393
0.383838383838	0.000467508181393
0.393939393939	0.000467508181393
0.40404040404	0.000467508181393
0.414141414141	0.000467508181393
0.424242424242	0.000467508181393
0.434343434343	0.000467508181393
0.444444444444	0.000467508181393
0.454545454545	0.000467508181393
0.464646464646	0.000467508181393
0.474747474747	0.000467508181393
0.484848484848	0.000467508181393
0.494949494949	0.000467508181393
0.505050505051	0.000467508181393
0.515151515152	0.000467508181393
0.525252525253	0.000467508181393
0.535353535354	0.000467508181393
0.545454545455	0.000467508181393
0.555555555556	0.000467508181393
0.565656565657	0.000467508181393
0.575757575758	0.000935016362786
0.585858585859	0.00374006545115
0.59595959596	0.00841514726508
0.606060606061	0.0140252454418
0.616161616162	0.0205703599813
0.626262626263	0.026180458158
0.636363636364	0.0322580645161
0.646464646465	0.0378681626928
0.656565656566	0.0458158017765
0.666666666667	0.0906965871903
0.676767676768	0.136979897148
0.686868686869	0.178120617111
0.69696969697	0.222533894343
0.707070707071	0.26180458158
0.717171717172	0.304347826087
0.727272727273	0.344553529687
0.737373737374	0.388499298738
0.747474747475	0.434782608696
0.757575757576	0.479195885928
0.767676767677	0.514258999532
0.777777777778	0.554932211314
0.787878787879	0.591397849462
0.79797979798	0.631603553062
0.808080808081	0.672744273025
0.818181818182	0.72136512389
0.828282828283	0.754558204769
0.838383838384	0.774661056568
0.848484848485	0.846657316503
0.858585858586	0.984572230014
0.868686868687	1.0
0.878787878788	1.0
0.888888888889	1.0
0.89898989899	1.0
0.909090909091	1.0
0.919191919192	1.0
0.929292929293	1.0
0.939393939394	1.0
0.949494949495	1.0
0.959595959596	1.0
0.969696969697	1.0
0.979797979798	1.0
0.989898989899	1.0
1.0	1.0
